asset_symbol,price_date,close_price,daily_return
BTC-USD,2021-03-08,52311.0,0.026061986218746558
BTC-USD,2021-03-09,54879.0,0.0490910133623903
BTC-USD,2021-03-10,55851.9,0.01772809271305964
BTC-USD,2021-03-11,57799.5,0.034870792220139224
BTC-USD,2021-03-12,57265.1,-0.009245754721061594
BTC-USD,2021-03-13,61195.3,0.06863167967924633
BTC-USD,2021-03-14,59113.7,-0.034015684211042396
BTC-USD,2021-03-15,55791.3,-0.05620355349098427
BTC-USD,2021-03-16,56889.7,0.019687657394611646
BTC-USD,2021-03-17,58913.5,0.03557410216612156
BTC-USD,2021-03-18,57656.0,-0.02134485304726419
BTC-USD,2021-03-19,58088.0,0.007492715415568174
BTC-USD,2021-03-20,58093.4,9.296240187306459e-05
BTC-USD,2021-03-21,57383.8,-0.012214812698172262
BTC-USD,2021-03-22,54158.3,-0.0562092437238384
BTC-USD,2021-03-23,54452.5,0.005432223685012172
BTC-USD,2021-03-24,52325.4,-0.03906340388411911
BTC-USD,2021-03-25,51322.3,-0.01917042201301855
BTC-USD,2021-03-26,55036.1,0.0723623064437875
BTC-USD,2021-03-27,55862.9,0.01502286680923981
BTC-USD,2021-03-28,55765.2,-0.001748924599331625
BTC-USD,2021-03-29,57616.2,0.033192743861763185
BTC-USD,2021-03-30,58771.3,0.02004818089356819
BTC-USD,2021-03-31,58763.7,-0.00012931481862754612
BTC-USD,2021-04-01,58718.3,-0.0007725857970140027
BTC-USD,2021-04-02,58977.3,0.00441089064226996
BTC-USD,2021-04-03,57059.9,-0.03251081348247553
BTC-USD,2021-04-04,58199.9,0.019979004519811605
BTC-USD,2021-04-05,58993.4,0.013634044044749327
BTC-USD,2021-04-06,57996.3,-0.01690189071997883
BTC-USD,2021-04-07,55948.7,-0.03530570053606874
BTC-USD,2021-04-08,58077.4,0.03804735409401827
BTC-USD,2021-04-09,58118.7,0.0007111199881537633
BTC-USD,2021-04-10,59748.4,0.02804088873288646
BTC-USD,2021-04-11,59978.7,0.0038544965220825844
BTC-USD,2021-04-12,59863.8,-0.0019156800664235085
BTC-USD,2021-04-13,63540.9,0.06142443346396309
BTC-USD,2021-04-14,62980.4,-0.008821090038069967
BTC-USD,2021-04-15,63216.0,0.0037408463585495433
BTC-USD,2021-04-16,61379.7,-0.0290480258162491
BTC-USD,2021-04-17,60041.9,-0.021795479612966462
BTC-USD,2021-04-18,56207.1,-0.06386873166905116
BTC-USD,2021-04-19,55646.1,-0.009980945467743418
BTC-USD,2021-04-20,56483.2,0.015043282458249596
BTC-USD,2021-04-21,53820.2,-0.047146762223103544
BTC-USD,2021-04-22,51729.5,-0.038846009490860256
BTC-USD,2021-04-23,51143.6,-0.011326225847920424
BTC-USD,2021-04-24,50088.9,-0.020622326156156334
BTC-USD,2021-04-25,48963.6,-0.02246605535358137
BTC-USD,2021-04-26,54020.5,0.1032787621825193
BTC-USD,2021-04-27,55036.5,0.018807674864171897
BTC-USD,2021-04-28,54841.4,-0.0035449201893288373
BTC-USD,2021-04-29,53560.8,-0.02335097207584047
BTC-USD,2021-04-30,57720.3,0.07765940762647316
BTC-USD,2021-05-01,57807.1,0.0015038036877839112
BTC-USD,2021-05-02,56603.8,-0.020815782144407824
BTC-USD,2021-05-03,57169.8,0.009999328666979945
BTC-USD,2021-05-04,53741.5,-0.059966975571018266
BTC-USD,2021-05-05,57441.3,0.06884437538959665
BTC-USD,2021-05-06,56405.4,-0.018034062599558198
BTC-USD,2021-05-07,57337.2,0.016519694922826567
BTC-USD,2021-05-08,58840.1,0.02621160433366132
BTC-USD,2021-05-09,58238.3,-0.010227718851599454
BTC-USD,2021-05-10,55848.9,-0.0410279833030841
BTC-USD,2021-05-11,56695.7,0.015162339813317605
BTC-USD,2021-05-12,49384.2,-0.12896039734935805
BTC-USD,2021-05-13,49704.6,0.006487905038453645
BTC-USD,2021-05-14,49839.8,0.0027200701745915268
BTC-USD,2021-05-15,46708.8,-0.06282127937913073
BTC-USD,2021-05-16,46426.4,-0.006045969924296957
BTC-USD,2021-05-17,43541.3,-0.062143521789326694
BTC-USD,2021-05-18,42897.3,-0.014790555174053144
BTC-USD,2021-05-19,36720.5,-0.14399041431512016
BTC-USD,2021-05-20,40717.2,0.10884111055132695
BTC-USD,2021-05-21,37297.4,-0.08398907586965698
BTC-USD,2021-05-22,37448.3,0.0040458584244478235
BTC-USD,2021-05-23,34679.7,-0.07393125989697813
BTC-USD,2021-05-24,38750.6,0.1173856751932687
BTC-USD,2021-05-25,38378.3,-0.009607593172750728
BTC-USD,2021-05-26,39249.2,0.022692511132593074
BTC-USD,2021-05-27,38417.3,-0.02119533646545646
BTC-USD,2021-05-28,35662.5,-0.07170727771082308
BTC-USD,2021-05-29,34584.6,-0.03022502628811785
BTC-USD,2021-05-30,35652.8,0.030886579575880813
BTC-USD,2021-05-31,37298.6,0.04616187227931601
BTC-USD,2021-06-01,36687.6,-0.016381311899106188
BTC-USD,2021-06-02,37555.8,0.023664671442122254
BTC-USD,2021-06-03,39187.3,0.043442024933565415
BTC-USD,2021-06-04,36851.3,-0.05961114953058766
BTC-USD,2021-06-05,35520.0,-0.03612626962956533
BTC-USD,2021-06-06,35815.4,0.008316441441441391
BTC-USD,2021-06-07,33578.0,-0.06247033399040636
BTC-USD,2021-06-08,33382.9,-0.005810352016201059
BTC-USD,2021-06-09,37332.2,0.11830308331511019
BTC-USD,2021-06-10,36649.4,-0.01828984094159991
BTC-USD,2021-06-11,37314.6,0.018150365353866604
BTC-USD,2021-06-12,35467.5,-0.04950073161711499
BTC-USD,2021-06-13,39022.9,0.1002438852470573
BTC-USD,2021-06-14,40529.4,0.03860553674893463
BTC-USD,2021-06-15,40156.1,-0.009210597738925408
BTC-USD,2021-06-16,38336.0,-0.045325616780514055
BTC-USD,2021-06-17,38052.0,-0.007408180300500833
BTC-USD,2021-06-18,35749.4,-0.06051193104173236
BTC-USD,2021-06-19,35513.4,-0.006601509395961935
BTC-USD,2021-06-20,35595.8,0.002320250947529745
BTC-USD,2021-06-21,31692.0,-0.10967024199484221
BTC-USD,2021-06-22,32496.4,0.025381799823299245
BTC-USD,2021-06-23,33674.3,0.03624709198557374
BTC-USD,2021-06-24,34665.8,0.02944381917367256
BTC-USD,2021-06-25,31594.0,-0.08861183068038248
BTC-USD,2021-06-26,32243.4,0.020554535671330143
BTC-USD,2021-06-27,34678.5,0.07552243249781343
BTC-USD,2021-06-28,34475.9,-0.005842236544256529
BTC-USD,2021-06-29,35834.7,0.039413039253507476
BTC-USD,2021-06-30,35026.9,-0.022542396057452563
BTC-USD,2021-07-01,33543.6,-0.04234745295758413
BTC-USD,2021-07-02,33813.4,0.008043263096388031
BTC-USD,2021-07-03,34742.8,0.027486144546245095
BTC-USD,2021-07-04,35298.2,0.01598604602968079
BTC-USD,2021-07-05,33687.8,-0.04562272297170944
BTC-USD,2021-07-06,34225.6,0.015964236311067914
BTC-USD,2021-07-07,33867.8,-0.010454162965733094
BTC-USD,2021-07-08,32866.3,-0.029570860817649813
BTC-USD,2021-07-09,33797.4,0.028329930658455682
BTC-USD,2021-07-10,33510.6,-0.008485859859042488
BTC-USD,2021-07-11,34227.7,0.02139919905940202
BTC-USD,2021-07-12,33113.0,-0.03256718973229278
BTC-USD,2021-07-13,32728.1,-0.011623833539697426
BTC-USD,2021-07-14,32820.7,0.0028293729241843923
BTC-USD,2021-07-15,31840.5,-0.029865298424469833
BTC-USD,2021-07-16,31394.0,-0.014023020995273305
BTC-USD,2021-07-17,31518.6,0.003968911256928109
BTC-USD,2021-07-18,31785.4,0.008464842981604548
BTC-USD,2021-07-19,30837.2,-0.02983130619718488
BTC-USD,2021-07-20,29793.8,-0.033835756813199724
BTC-USD,2021-07-21,32131.4,0.07845927676227937
BTC-USD,2021-07-22,32298.9,0.0052129692450375575
BTC-USD,2021-07-23,33603.3,0.04038527627875865
BTC-USD,2021-07-24,33824.8,0.00659161451405077
BTC-USD,2021-07-25,35391.1,0.04630626049525777
BTC-USD,2021-07-26,37276.6,0.05327610613967915
BTC-USD,2021-07-27,39452.0,0.05835832667142404
BTC-USD,2021-07-28,40003.2,0.013971408293622645
BTC-USD,2021-07-29,40001.4,-4.499640028787777e-05
BTC-USD,2021-07-30,42203.4,0.05504807331743389
BTC-USD,2021-07-31,41553.7,-0.015394494282451321
BTC-USD,2021-08-01,39878.3,-0.04031891263593845
BTC-USD,2021-08-02,39168.4,-0.017801661555281956
BTC-USD,2021-08-03,38130.3,-0.02650350792986178
BTC-USD,2021-08-04,39736.9,0.042134470486725695
BTC-USD,2021-08-05,40867.2,0.028444594319134042
BTC-USD,2021-08-06,42795.4,0.047182092240231954
BTC-USD,2021-08-07,44614.2,0.04249989484851158
BTC-USD,2021-08-08,43792.8,-0.018411178503704995
BTC-USD,2021-08-09,46284.3,0.05689291390365536
BTC-USD,2021-08-10,45593.8,-0.014918665724662605
BTC-USD,2021-08-11,45564.3,-0.0006470177962792922
BTC-USD,2021-08-12,44403.4,-0.0254782801447625
BTC-USD,2021-08-13,47809.1,0.07669908160185934
BTC-USD,2021-08-14,47081.5,-0.015218860007822799
BTC-USD,2021-08-15,46991.3,-0.0019158268109553678
BTC-USD,2021-08-16,45996.3,-0.021174132232987808
BTC-USD,2021-08-17,44691.6,-0.028365325037013944
BTC-USD,2021-08-18,44723.8,0.0007204933365554389
BTC-USD,2021-08-19,46755.9,0.04543665788685214
BTC-USD,2021-08-20,49324.0,0.05492568852273183
BTC-USD,2021-08-21,48875.8,-0.009086854269726663
BTC-USD,2021-08-22,49254.5,0.00774821077097454
BTC-USD,2021-08-23,49539.7,0.0057903338781226665
BTC-USD,2021-08-24,47714.7,-0.03683914113327291
BTC-USD,2021-08-25,48994.5,0.026821922803664355
BTC-USD,2021-08-26,46831.6,-0.044145771464144
BTC-USD,2021-08-27,49064.3,0.047675074095269165
BTC-USD,2021-08-28,48897.1,-0.003407773065141173
BTC-USD,2021-08-29,48777.4,-0.0024479979385280126
BTC-USD,2021-08-30,46992.7,-0.036588666062561837
BTC-USD,2021-08-31,47130.4,0.0029302423567916236
BTC-USD,2021-09-01,48819.4,0.03583674231493905
BTC-USD,2021-09-02,49274.3,0.009318017017824864
BTC-USD,2021-09-03,49999.0,0.014707464134447346
BTC-USD,2021-09-04,49918.4,-0.0016120322406447674
BTC-USD,2021-09-05,51768.6,0.03706448924645023
BTC-USD,2021-09-06,52672.1,0.017452664356385927
BTC-USD,2021-09-07,46779.6,-0.11187137023205829
BTC-USD,2021-09-08,46061.4,-0.015352846112407947
BTC-USD,2021-09-09,46385.6,0.007038431311249704
BTC-USD,2021-09-10,44842.8,-0.03326032216894892
BTC-USD,2021-09-11,45161.9,0.0071159695647906585
BTC-USD,2021-09-12,46062.3,0.019937159419776362
BTC-USD,2021-09-13,44949.5,-0.024158585220451445
BTC-USD,2021-09-14,47077.5,0.04734201715258224
BTC-USD,2021-09-15,48130.6,0.022369497105836134
BTC-USD,2021-09-16,47748.0,-0.007949204871744775
BTC-USD,2021-09-17,47282.8,-0.009742816453045089
BTC-USD,2021-09-18,48306.7,0.02165480893686489
BTC-USD,2021-09-19,47238.7,-0.022108734399162056
BTC-USD,2021-09-20,42870.6,-0.09246867504821255
BTC-USD,2021-09-21,40651.3,-0.05176741169939292
BTC-USD,2021-09-22,43551.6,0.07134581181905619
BTC-USD,2021-09-23,44869.2,0.030253767944231624
BTC-USD,2021-09-24,42819.9,-0.04567275547591654
BTC-USD,2021-09-25,42686.8,-0.003108367838318138
BTC-USD,2021-09-26,43203.4,0.01210210182070326
BTC-USD,2021-09-27,42172.6,-0.02385923330108286
BTC-USD,2021-09-28,41022.3,-0.02727600385084139
BTC-USD,2021-09-29,41536.8,0.012541958885776694
BTC-USD,2021-09-30,43823.3,0.05504757227326129
BTC-USD,2021-10-01,48146.0,0.09863930831315759
BTC-USD,2021-10-02,47666.9,-0.00995098242844683
BTC-USD,2021-10-03,48200.1,0.01118595922957022
BTC-USD,2021-10-04,49227.3,0.021311159105479094
BTC-USD,2021-10-05,51469.3,0.04554383441708154
BTC-USD,2021-10-06,55323.2,0.07487764550907028
BTC-USD,2021-10-07,53783.9,-0.027823770136217618
BTC-USD,2021-10-08,53914.7,0.002431954544017678
BTC-USD,2021-10-09,54942.5,0.019063446518296612
BTC-USD,2021-10-10,54687.7,-0.004637575647267633
BTC-USD,2021-10-11,57477.3,0.05100964202188063
BTC-USD,2021-10-12,56015.9,-0.025425689794057904
BTC-USD,2021-10-13,57380.1,0.024353799546200205
BTC-USD,2021-10-14,57345.8,-0.000597768215809924
BTC-USD,2021-10-15,61672.5,0.07544929184003002
BTC-USD,2021-10-16,60861.1,-0.013156593295228891
BTC-USD,2021-10-17,61527.5,0.010949522765773212
BTC-USD,2021-10-18,62056.3,0.008594530900816855
BTC-USD,2021-10-19,64278.5,0.03580941822184047
BTC-USD,2021-10-20,65979.1,0.02645674681269794
BTC-USD,2021-10-21,62210.2,-0.057122634288736984
BTC-USD,2021-10-22,60690.3,-0.02443168483624858
BTC-USD,2021-10-23,61312.5,0.010252050162876003
BTC-USD,2021-10-24,60866.5,-0.007274209989806324
BTC-USD,2021-10-25,63067.0,0.03615289198491789
BTC-USD,2021-10-26,60310.8,-0.043702728843927785
BTC-USD,2021-10-27,58438.1,-0.03105082340144727
BTC-USD,2021-10-28,60582.5,0.03669523820931886
BTC-USD,2021-10-29,62242.8,0.02740560392852731
BTC-USD,2021-10-30,61840.1,-0.006469824622285736
BTC-USD,2021-10-31,61309.6,-0.008578576037231556
BTC-USD,2021-11-01,60915.3,-0.006431292978587244
BTC-USD,2021-11-02,63221.7,0.03786240895144566
BTC-USD,2021-11-03,62918.5,-0.004795821687806567
BTC-USD,2021-11-04,61412.6,-0.023934137018523982
BTC-USD,2021-11-05,60974.3,-0.0071369718917615455
BTC-USD,2021-11-06,61483.9,0.008357619521667248
BTC-USD,2021-11-07,63273.2,0.029101927496466562
BTC-USD,2021-11-08,67527.9,0.06724331944646389
BTC-USD,2021-11-09,66904.4,-0.009233220639172868
BTC-USD,2021-11-10,64932.6,-0.02947190319321291
BTC-USD,2021-11-11,64806.7,-0.0019389336019195458
BTC-USD,2021-11-12,64134.5,-0.010372384336804652
BTC-USD,2021-11-13,64398.6,0.004117908458006303
BTC-USD,2021-11-14,65508.2,0.017230188233905652
BTC-USD,2021-11-15,63597.9,-0.02916123477671495
BTC-USD,2021-11-16,60089.1,-0.05517163302561878
BTC-USD,2021-11-17,60367.8,0.004638112403081429
BTC-USD,2021-11-18,56955.3,-0.05652848041505576
BTC-USD,2021-11-19,58083.4,0.019806760740440188
BTC-USD,2021-11-20,59717.6,0.02813540529652192
BTC-USD,2021-11-21,58714.3,-0.016800742159765236
BTC-USD,2021-11-22,56308.8,-0.040969576406429065
BTC-USD,2021-11-23,57573.2,0.02245474952405302
BTC-USD,2021-11-24,57171.7,-0.006973730833095937
BTC-USD,2021-11-25,58935.1,0.030843931525562418
BTC-USD,2021-11-26,53730.9,-0.08830391396637993
BTC-USD,2021-11-27,54765.9,0.019262658916936015
BTC-USD,2021-11-28,57291.5,0.04611628768996767
BTC-USD,2021-11-29,57794.8,0.008784898283340503
BTC-USD,2021-11-30,56882.9,-0.015778236104286192
BTC-USD,2021-12-01,57210.3,0.005755684045644749
BTC-USD,2021-12-02,56496.0,-0.012485513972134488
BTC-USD,2021-12-03,53631.5,-0.050702704616256034
BTC-USD,2021-12-04,49195.2,-0.08271817868230424
BTC-USD,2021-12-05,49405.5,0.004274807298273009
BTC-USD,2021-12-06,50562.1,0.02341034905020689
BTC-USD,2021-12-07,50595.2,0.0006546405311487202
BTC-USD,2021-12-08,50473.9,-0.0023974606286761846
BTC-USD,2021-12-09,47596.6,-0.057005699975630986
BTC-USD,2021-12-10,47137.2,-0.009651949929196602
BTC-USD,2021-12-11,49314.5,0.04619069439847934
BTC-USD,2021-12-12,50081.0,0.01554309584402147
BTC-USD,2021-12-13,46703.6,-0.06743874922625348
BTC-USD,2021-12-14,48366.5,0.03560539230380533
BTC-USD,2021-12-15,48871.5,0.010441111099624756
BTC-USD,2021-12-16,47628.2,-0.025440184974883207
BTC-USD,2021-12-17,46172.2,-0.030570124422086065
BTC-USD,2021-12-18,46856.2,0.014814108922684976
BTC-USD,2021-12-19,46704.5,-0.00323756514612783
BTC-USD,2021-12-20,46895.2,0.0040831183290688244
BTC-USD,2021-12-21,48902.0,0.04279329227724804
BTC-USD,2021-12-22,48599.7,-0.0061817512576173295
BTC-USD,2021-12-23,50801.0,0.045294518278919504
BTC-USD,2021-12-24,50786.1,-0.0002933013129663431
BTC-USD,2021-12-25,50406.4,-0.007476455171789076
BTC-USD,2021-12-26,50779.9,0.007409773362112793
BTC-USD,2021-12-27,50678.2,-0.002002760934936898
BTC-USD,2021-12-28,47545.2,-0.06182145380064796
BTC-USD,2021-12-29,46461.7,-0.02278884093452127
BTC-USD,2021-12-30,47123.3,0.014239685590497153
BTC-USD,2021-12-31,46219.5,-0.01917947172630108
BTC-USD,2022-01-01,47738.0,0.03285409837839004
BTC-USD,2022-01-02,47311.8,-0.00892789811051986
BTC-USD,2022-01-03,46430.2,-0.018633829192717388
BTC-USD,2022-01-04,45837.3,-0.012769705924161268
BTC-USD,2022-01-05,43425.9,-0.05260781066947662
BTC-USD,2022-01-06,43097.5,-0.007562307286665404
BTC-USD,2022-01-07,41546.7,-0.03598352572655028
BTC-USD,2022-01-08,41672.0,0.003015883331287439
BTC-USD,2022-01-09,41848.3,0.004230658475715243
BTC-USD,2022-01-10,41832.2,-0.000384722915865332
BTC-USD,2022-01-11,42733.2,0.021538432116886108
BTC-USD,2022-01-12,43901.0,0.02732769837035387
BTC-USD,2022-01-13,42560.0,-0.030546001230040365
BTC-USD,2022-01-14,43073.3,0.012060620300752056
BTC-USD,2022-01-15,43097.0,0.0005502248492685879
BTC-USD,2022-01-16,43079.1,-0.00041534213518346075
BTC-USD,2022-01-17,42209.3,-0.020190765359536234
BTC-USD,2022-01-18,42364.6,0.003679283949271639
BTC-USD,2022-01-19,41677.8,-0.016211648404564127
BTC-USD,2022-01-20,40715.9,-0.023079433175455577
BTC-USD,2022-01-21,36475.5,-0.10414604613922329
BTC-USD,2022-01-22,35075.2,-0.038390152294005664
BTC-USD,2022-01-23,36269.5,0.03404969893257914
BTC-USD,2022-01-24,36686.3,0.011491749265912121
BTC-USD,2022-01-25,36950.6,0.007204324230025705
BTC-USD,2022-01-26,36800.4,-0.00406488663242266
BTC-USD,2022-01-27,37164.3,0.009888479473049161
BTC-USD,2022-01-28,37745.1,0.015627900969478636
BTC-USD,2022-01-29,38170.8,0.011278285128400789
BTC-USD,2022-01-30,37917.7,-0.006630722961006974
BTC-USD,2022-01-31,38498.6,0.015320022047750737
BTC-USD,2022-02-01,38709.7,0.005483316276436057
BTC-USD,2022-02-02,36890.2,-0.04700372258116181
BTC-USD,2022-02-03,37287.8,0.010777930181999684
BTC-USD,2022-02-04,41567.6,0.11477748754284223
BTC-USD,2022-02-05,41412.1,-0.0037408943504074754
BTC-USD,2022-02-06,42392.2,0.02366699587801624
BTC-USD,2022-02-07,43833.9,0.03400861479234396
BTC-USD,2022-02-08,44038.2,0.0046607762485197934
BTC-USD,2022-02-09,44388.9,0.00796354074417227
BTC-USD,2022-02-10,43521.0,-0.019552185343633233
BTC-USD,2022-02-11,42388.4,-0.026024218193515747
BTC-USD,2022-02-12,42205.2,-0.004321937133744291
BTC-USD,2022-02-13,42061.1,-0.0034142712272421383
BTC-USD,2022-02-14,42550.3,0.011630699149570711
BTC-USD,2022-02-15,44544.4,0.04686453444511551
BTC-USD,2022-02-16,43883.6,-0.014834636901608356
BTC-USD,2022-02-17,40552.8,-0.07590079209545242
BTC-USD,2022-02-18,40000.1,-0.013629145213154281
BTC-USD,2022-02-19,40090.3,0.0022549943625143065
BTC-USD,2022-02-20,38355.0,-0.04328478459876839
BTC-USD,2022-02-21,37017.7,-0.03486637987224617
BTC-USD,2022-02-22,38248.2,0.033240855050421736
BTC-USD,2022-02-23,37224.6,-0.026762043704017358
BTC-USD,2022-02-24,38339.2,0.029942564863020715
BTC-USD,2022-02-25,39209.6,0.02270261246974381
BTC-USD,2022-02-26,39115.5,-0.0023999224679669418
BTC-USD,2022-02-27,37689.1,-0.036466362439442235
BTC-USD,2022-02-28,43188.2,0.1459069067714538
BTC-USD,2022-03-01,44420.3,0.02852862587466043
BTC-USD,2022-03-02,43912.8,-0.011424956607677172
BTC-USD,2022-03-03,42463.0,-0.0330154305806053
BTC-USD,2022-03-04,39142.7,-0.07819277959635451
BTC-USD,2022-03-05,39395.8,0.006466084352893642
BTC-USD,2022-03-06,38403.1,-0.025198117565832012
BTC-USD,2022-03-07,38024.8,-0.009850767255768278
BTC-USD,2022-03-08,38744.8,0.018935010835033905
BTC-USD,2022-03-09,41929.0,0.08218393177923233
BTC-USD,2022-03-10,39416.3,-0.059927496482148346
BTC-USD,2022-03-11,38730.2,-0.01740650441568603
BTC-USD,2022-03-12,38814.3,0.0021714321124084446
BTC-USD,2022-03-13,37792.4,-0.026327925532600105
BTC-USD,2022-03-14,39671.1,0.049711053015950135
BTC-USD,2022-03-15,39285.7,-0.009714880605781073
BTC-USD,2022-03-16,41118.7,0.0466581987847996
BTC-USD,2022-03-17,40914.8,-0.004958814359403263
BTC-USD,2022-03-18,41767.8,0.020848201628750562
BTC-USD,2022-03-19,42233.0,0.011137766413361394
BTC-USD,2022-03-20,41276.0,-0.022660005209196643
BTC-USD,2022-03-21,41022.0,-0.0061536970636689725
BTC-USD,2022-03-22,42373.0,0.03293354785237179
BTC-USD,2022-03-23,42912.0,0.012720364382979632
BTC-USD,2022-03-24,44013.0,0.025657158836688954
BTC-USD,2022-03-25,44331.0,0.007225138027401101
BTC-USD,2022-03-26,44548.0,0.004894994473393366
BTC-USD,2022-03-27,46859.0,0.051876627458022906
BTC-USD,2022-03-28,47105.0,0.005249791928978453
BTC-USD,2022-03-29,47449.0,0.007302834094045307
BTC-USD,2022-03-30,47075.0,-0.007882147147463603
BTC-USD,2022-03-31,45525.0,-0.03292618162506633
BTC-USD,2022-04-01,46297.0,0.016957715540911522
BTC-USD,2022-04-02,45811.0,-0.010497440438905326
BTC-USD,2022-04-03,46407.0,0.013009975770011506
BTC-USD,2022-04-04,46629.0,0.004783761070528136
BTC-USD,2022-04-05,45506.0,-0.024083724720667443
BTC-USD,2022-04-06,43173.0,-0.0512679646640003
BTC-USD,2022-04-07,43448.0,0.006369721816876339
BTC-USD,2022-04-08,42275.0,-0.026997790462161664
BTC-USD,2022-04-09,42767.0,0.011638083973979807
BTC-USD,2022-04-10,42138.0,-0.014707601655482017
BTC-USD,2022-04-11,39497.0,-0.06267502017181636
BTC-USD,2022-04-12,40078.0,0.014709977973010657
BTC-USD,2022-04-13,41133.0,0.02632366884575088
BTC-USD,2022-04-14,39936.0,-0.029100722047990635
BTC-USD,2022-04-15,40560.0,0.015625
BTC-USD,2022-04-16,40382.0,-0.004388560157790877
BTC-USD,2022-04-17,39703.0,-0.016814422267346862
BTC-USD,2022-04-18,40803.0,0.027705714933380365
BTC-USD,2022-04-19,41503.0,0.01715560130382565
BTC-USD,2022-04-20,41368.0,-0.003252776907693433
BTC-USD,2022-04-21,40482.0,-0.02141752078901571
BTC-USD,2022-04-22,39709.0,-0.019094906378143373
BTC-USD,2022-04-23,39418.0,-0.007328313480571169
BTC-USD,2022-04-24,39464.0,0.0011669795524886784
BTC-USD,2022-04-25,40427.0,0.024401986620717686
BTC-USD,2022-04-26,38113.0,-0.05723897395305122
BTC-USD,2022-04-27,39243.0,0.02964867630467305
BTC-USD,2022-04-28,39748.0,0.012868537063934982
BTC-USD,2022-04-29,38581.0,-0.02935996779712191
BTC-USD,2022-04-30,37650.0,-0.024131048961924306
BTC-USD,2022-05-01,38461.0,0.021540504648074332
BTC-USD,2022-05-02,38514.0,0.0013780192922701051
BTC-USD,2022-05-03,37718.0,-0.02066780910837618
