"Date","Price","Open","High","Low","Vol.","Change %"
"2024-05-06","516.57","513.75","516.61","513.30","47.26M","1.03%"
"2024-05-03","511.29","511.16","512.55","508.56","72.76M","1.24%"
"2024-05-02","505.03","504.15","505.89","499.55","62.55M","0.94%"
"2024-05-01","500.35","501.38","508.19","499.86","80.24M","-0.32%"
"2024-04-30","501.98","508.56","509.56","501.98","77.48M","-1.58%"
"2024-04-29","510.06","510.09","510.75","507.25","46.42M","0.35%"
"2024-04-26","508.26","506.35","509.88","505.70","64.31M","0.95%"
"2024-04-25","503.49","499.18","504.27","497.49","69.12M","-0.38%"
"2024-04-24","505.41","506.56","507.37","503.13","55.93M","-0.05%"
"2024-04-23","505.65","501.78","506.09","499.53","64.63M","1.19%"
"2024-04-22","499.72","497.83","502.38","495.43","67.96M","0.92%"
"2024-04-19","495.16","499.44","500.45","493.86","102.21M","-0.87%"
"2024-04-18","499.52","501.98","504.13","498.56","74.55M","-0.21%"
"2024-04-17","500.55","506.05","506.22","499.12","75.91M","-0.59%"
"2024-04-16","503.53","504.94","506.50","502.21","73.48M","-0.18%"
"2024-04-15","504.45","515.13","515.30","503.58","92.10M","-1.25%"
"2024-04-12","510.85","514.37","515.82","509.08","92.56M","-1.38%"
"2024-04-11","518.00","515.68","519.48","512.08","70.10M","0.75%"
"2024-04-10","514.12","513.48","516.16","512.09","82.65M","-1.00%"
"2024-04-09","519.32","520.50","520.75","514.35","68.12M","0.12%"
"2024-04-08","518.72","519.15","520.18","517.89","48.40M","0.06%"
"2024-04-05","518.43","514.46","520.44","514.01","74.55M","1.04%"
"2024-04-04","513.07","523.52","523.87","512.76","96.86M","-1.22%"
"2024-04-03","519.41","517.72","520.95","517.66","59.16M","0.11%"
"2024-04-02","518.84","518.24","518.98","516.48","74.23M","-0.64%"
"2024-04-01","522.16","523.83","524.38","520.97","62.48M","-0.17%"
"2024-03-28","523.07","523.21","524.61","522.78","96.29M","-0.02%"
"2024-03-27","523.17","521.71","523.21","519.48","83.00M","0.84%"
"2024-03-26","518.81","521.23","521.58","518.40","65.46M","-0.18%"
"2024-03-25","519.77","519.80","520.95","519.61","48.51M","-0.28%"
"2024-03-22","521.21","522.11","522.60","520.97","79.07M","-0.19%"
"2024-03-21","522.20","523.39","524.11","521.91","60.26M","0.33%"
"2024-03-20","520.48","515.77","520.62","515.08","69.59M","0.92%"
"2024-03-19","515.71","512.15","515.99","511.12","60.76M","0.56%"
"2024-03-18","512.86","514.00","515.48","512.44","88.89M","0.59%"
"2024-03-15","509.83","510.21","511.70","508.12","107.65M","-0.99%"
"2024-03-14","514.95","516.97","517.13","511.82","110.17M","-0.20%"
"2024-03-13","515.97","517.11","517.29","514.49","55.10M","-0.16%"
"2024-03-12","516.78","513.45","517.38","510.86","73.11M","1.08%"
"2024-03-11","511.28","510.48","511.88","508.50","62.56M","-0.09%"
"2024-03-08","511.72","515.46","518.22","511.13","86.53M","-0.60%"
"2024-03-07","514.81","513.14","515.89","509.81","58.65M","0.99%"
"2024-03-06","509.75","510.55","512.07","508.42","68.38M","0.51%"
"2024-03-05","507.18","510.24","510.70","504.91","72.86M","-1.00%"
"2024-03-04","512.30","512.03","514.20","512.00","49.80M","-0.11%"
"2024-03-01","512.85","508.98","513.29","508.56","76.84M","0.94%"
"2024-02-29","508.08","508.07","509.74","505.35","83.92M","0.36%"
"2024-02-28","506.26","505.33","506.86","504.96","56.51M","-0.13%"
"2024-02-27","506.93","506.70","507.16","504.75","48.85M","0.19%"
"2024-02-26","505.99","508.30","508.75","505.86","50.39M","-0.37%"
"2024-02-23","507.85","509.27","510.13","507.10","61.32M","0.07%"
"2024-02-22","507.50","504.01","508.49","503.02","76.40M","2.07%"
"2024-02-21","497.21","495.42","497.37","493.56","59.60M","0.09%"
"2024-02-20","496.76","497.72","498.41","494.45","71.74M","-0.55%"
"2024-02-16","499.51","501.70","502.87","498.75","75.53M","-0.50%"
"2024-02-15","502.01","499.29","502.20","498.80","61.68M","0.69%"
"2024-02-14","498.57","496.79","499.07","494.40","68.39M","0.91%"
"2024-02-13","494.08","494.53","497.09","490.71","113.10M","-1.38%"
"2024-02-12","500.98","501.17","503.50","500.24","56.50M","-0.04%"
"2024-02-09","501.20","498.84","501.65","498.49","63.98M","0.58%"
"2024-02-08","498.32","498.10","498.71","497.26","52.34M","0.04%"
"2024-02-07","498.10","496.29","498.53","495.36","70.56M","0.83%"
"2024-02-06","493.98","493.52","494.32","492.05","55.92M","0.29%"
"2024-02-05","492.55","493.70","494.38","490.23","75.76M","-0.36%"
"2024-02-02","494.35","489.65","496.05","489.30","99.23M","1.05%"
"2024-02-01","489.20","484.63","489.23","483.80","91.89M","1.31%"
"2024-01-31","482.88","488.62","489.08","482.86","126.01M","-1.63%"
"2024-01-30","490.89","490.56","491.62","490.11","58.62M","-0.08%"
"2024-01-29","491.27","487.73","491.42","487.17","61.32M","0.79%"
"2024-01-26","487.41","487.59","489.12","486.54","76.64M","-0.13%"
"2024-01-25","488.03","487.58","488.30","485.39","72.52M","0.54%"
"2024-01-24","485.39","487.81","488.77","484.88","81.77M","0.11%"
"2024-01-23","484.86","484.01","485.11","482.89","49.95M","0.29%"
"2024-01-22","483.45","484.01","485.22","482.78","75.84M","0.21%"
"2024-01-19","482.43","477.65","482.72","476.54","110.83M","1.25%"
"2024-01-18","476.49","474.01","477.06","472.42","91.86M","0.89%"
"2024-01-17","472.29","471.82","472.79","469.87","68.84M","-0.56%"
"2024-01-16","474.93","475.26","476.61","473.06","85.01M","-0.37%"
"2024-01-12","476.68","477.84","478.60","475.23","58.03M","0.07%"
"2024-01-11","476.35","477.59","478.12","472.26","77.94M","-0.04%"
"2024-01-10","476.56","474.16","477.45","473.87","67.31M","0.57%"
"2024-01-09","473.88","471.87","474.93","471.35","65.93M","-0.15%"
"2024-01-08","474.60","468.43","474.75","468.30","74.88M","1.43%"
"2024-01-05","467.92","467.49","470.44","466.43","86.12M","0.14%"
"2024-01-04","467.28","468.30","470.96","467.05","84.23M","-0.32%"
"2024-01-03","468.79","470.43","471.19","468.17","103.59M","-0.82%"
"2024-01-02","472.65","472.16","473.67","470.49","123.01M","-0.56%"
"2023-12-29","475.31","476.49","477.03","473.30","122.28M","-0.29%"
"2023-12-28","476.69","476.88","477.55","476.26","77.16M","0.04%"
"2023-12-27","476.51","475.44","476.66","474.89","68.00M","0.18%"
"2023-12-26","475.65","474.07","476.58","473.99","55.39M","0.42%"
"2023-12-22","473.65","473.86","475.38","471.70","67.16M","0.20%"
"2023-12-21","472.70","471.33","472.98","468.84","86.67M","0.95%"
"2023-12-20","468.26","473.96","475.89","467.82","102.92M","-1.39%"
"2023-12-19","474.84","472.53","474.92","472.45","55.76M","0.61%"
"2023-12-18","471.97","470.98","472.98","469.89","70.38M","0.56%"
"2023-12-15","469.33","469.49","470.70","467.43","141.55M","-0.57%"
"2023-12-14","472.01","472.50","473.73","469.25","119.03M","0.32%"
"2023-12-13","470.50","464.49","470.76","464.12","93.28M","1.38%"
"2023-12-12","464.10","461.63","464.20","460.60","68.33M","0.46%"
"2023-12-11","461.99","459.69","462.17","459.47","65.00M","0.39%"
"2023-12-08","460.20","457.46","460.74","457.21","83.19M","0.43%"
"2023-12-07","458.23","456.91","458.90","456.29","67.00M","0.76%"
"2023-12-06","454.76","458.81","458.84","454.31","69.12M","-0.40%"
"2023-12-05","456.60","455.26","457.59","454.87","69.79M","-0.02%"
"2023-12-04","456.69","455.60","459.12","454.34","72.43M","-0.52%"
"2023-12-01","459.10","455.77","459.65","455.16","89.18M","0.59%"
"2023-11-30","456.40","455.48","456.76","453.34","79.75M","0.39%"
"2023-11-29","454.61","457.15","458.32","454.20","63.15M","-0.07%"
"2023-11-28","454.93","454.08","456.27","453.50","62.12M","0.10%"
"2023-11-27","454.48","454.65","455.49","454.08","50.51M","-0.18%"
"2023-11-24","455.30","455.07","455.50","454.73","29.74M","0.06%"
"2023-11-22","455.02","454.98","456.38","453.89","59.45M","0.39%"
"2023-11-21","453.27","453.18","454.13","451.96","49.24M","-0.22%"
"2023-11-20","454.26","450.53","455.13","450.52","70.06M","0.77%"
"2023-11-17","450.79","450.24","451.42","449.29","83.19M","0.12%"
"2023-11-16","450.23","449.22","450.56","448.12","66.67M","0.12%"
"2023-11-15","449.68","450.11","451.38","448.80","77.33M","0.21%"
"2023-11-14","448.73","446.32","450.06","446.09","97.18M","1.94%"
"2023-11-13","440.19","439.23","441.33","438.42","52.24M","-0.10%"
"2023-11-10","440.61","435.98","440.93","433.83","89.56M","1.56%"
"2023-11-09","433.84","438.43","438.47","433.40","83.17M","-0.78%"
"2023-11-08","437.25","437.55","438.09","434.87","61.75M","0.07%"
"2023-11-07","436.93","435.69","437.58","434.51","64.26M","0.28%"
"2023-11-06","435.69","435.47","436.15","433.68","67.83M","0.23%"
"2023-11-03","434.69","433.14","436.29","433.01","100.17M","0.91%"
"2023-11-02","430.76","426.58","430.92","426.56","94.94M","1.92%"
"2023-11-01","422.66","419.20","423.50","418.65","98.07M","1.07%"
"2023-10-31","418.20","416.18","418.53","414.21","79.67M","0.63%"
"2023-10-30","415.59","413.56","416.68","412.22","86.56M","1.20%"
"2023-10-27","410.68","414.19","414.60","409.21","107.37M","-0.45%"
"2023-10-26","412.55","416.45","417.33","411.60","115.16M","-1.20%"
"2023-10-25","417.55","421.89","421.92","417.02","94.22M","-1.44%"
"2023-10-24","423.63","422.65","424.82","420.74","78.56M","0.75%"
"2023-10-23","420.46","419.61","424.45","417.80","92.04M","-0.17%"
"2023-10-20","421.19","425.98","426.54","421.08","123.92M","-1.23%"
"2023-10-19","426.43","430.95","432.82","425.73","121.32M","-0.88%"
"2023-10-18","430.21","434.19","435.18","429.09","93.56M","-1.33%"
"2023-10-17","436.02","432.81","438.14","432.45","75.32M","0.00%"
"2023-10-16","436.04","433.82","437.14","433.57","75.43M","1.05%"
"2023-10-13","431.50","435.21","436.45","429.88","95.20M","-0.50%"
"2023-10-12","433.66","436.95","437.33","431.23","81.15M","-0.61%"
"2023-10-11","436.32","435.64","436.58","433.18","62.45M","0.41%"
"2023-10-10","434.54","432.94","437.22","432.53","78.61M","0.52%"
"2023-10-09","432.29","427.58","432.88","427.01","80.37M","0.64%"
"2023-10-06","429.54","421.97","431.13","420.60","113.27M","1.19%"
"2023-10-05","424.50","424.36","425.37","421.17","70.14M","-0.04%"
"2023-10-04","424.66","422.07","425.43","420.56","87.45M","0.73%"
"2023-10-03","421.59","425.06","427.37","420.18","103.76M","-1.34%"
"2023-10-02","427.31","426.62","428.60","424.46","83.80M","-0.04%"
"2023-09-29","427.48","431.67","431.85","425.91","115.11M","-0.24%"
"2023-09-28","428.52","425.48","430.25","424.87","92.26M","0.58%"
"2023-09-27","426.05","427.09","427.67","422.29","104.71M","0.04%"
"2023-09-26","425.88","429.09","429.82","425.02","96.17M","-1.47%"
"2023-09-25","432.23","429.17","432.27","428.72","70.87M","0.42%"
"2023-09-22","430.42","432.45","434.10","429.99","100.83M","-0.22%"
"2023-09-21","431.39","435.70","435.97","431.23","104.10M","-1.65%"
"2023-09-20","438.64","444.01","444.43","438.43","82.56M","-0.92%"
"2023-09-19","442.71","442.68","443.29","439.94","66.51M","-0.21%"
"2023-09-18","443.63","443.05","444.97","442.56","55.75M","0.06%"
"2023-09-15","443.37","447.14","447.48","442.92","111.85M","-1.55%"
"2023-09-14","450.36","449.07","451.08","447.71","83.43M","0.86%"
"2023-09-13","446.51","446.22","447.71","445.08","60.20M","0.12%"
"2023-09-12","445.99","446.95","448.53","445.39","67.57M","-0.55%"
"2023-09-11","448.45","448.24","448.77","446.47","60.18M","0.66%"
"2023-09-08","445.52","444.90","447.11","444.53","62.07M","0.15%"
"2023-09-07","444.85","443.11","445.55","442.75","70.36M","-0.31%"
"2023-09-06","446.22","448.40","448.51","443.81","70.76M","-0.67%"
"2023-09-05","449.24","450.73","451.06","449.17","55.17M","-0.43%"
"2023-09-01","451.19","453.17","453.67","449.68","58.94M","0.19%"
"2023-08-31","450.35","451.65","452.83","450.16","66.08M","-0.15%"
"2023-08-30","451.01","449.51","451.67","448.78","69.05M","0.41%"
"2023-08-29","449.16","442.65","449.45","442.46","83.08M","1.45%"
"2023-08-28","442.76","442.24","443.40","439.97","61.60M","0.63%"
"2023-08-25","439.97","438.68","441.30","435.00","102.33M","0.70%"
"2023-08-24","436.89","444.69","445.22","436.86","88.52M","-1.39%"
"2023-08-23","443.03","439.25","443.67","439.10","68.44M","1.11%"
"2023-08-22","438.15","441.18","441.18","437.57","65.06M","-0.27%"
"2023-08-21","439.34","437.55","440.11","435.32","68.72M","0.65%"
"2023-08-18","436.50","433.37","437.57","433.01","98.85M","0.05%"
"2023-08-17","436.29","441.16","441.43","435.75","95.71M","-0.76%"
"2023-08-16","439.64","442.46","444.18","439.53","80.11M","-0.73%"
"2023-08-15","442.89","446.27","446.64","442.30","75.71M","-1.16%"
"2023-08-14","448.11","444.70","448.11","444.38","47.87M","0.55%"
"2023-08-11","445.65","443.97","446.70","443.35","68.69M","-0.06%"
"2023-08-10","445.91","448.19","451.70","444.70","93.01M","0.04%"
"2023-08-09","445.75","449.03","449.20","444.96","78.79M","-0.67%"
"2023-08-08","448.75","448.08","450.70","445.27","71.36M","-0.43%"
"2023-08-07","450.71","448.71","450.86","447.99","58.36M","0.87%"
"2023-08-04","446.81","450.72","452.89","446.27","100.13M","-0.45%"
"2023-08-03","448.84","448.04","450.79","447.37","64.42M","-0.29%"
"2023-08-02","450.13","453.25","453.52","449.35","93.93M","-1.39%"
"2023-08-01","456.48","456.27","457.25","455.49","55.50M","-0.29%"
"2023-07-31","457.79","457.41","458.16","456.05","62.04M","0.19%"
"2023-07-28","456.92","455.88","457.78","452.49","80.01M","0.98%"
"2023-07-27","452.49","459.02","459.44","451.55","92.19M","-0.66%"
"2023-07-26","455.51","454.47","456.99","453.38","71.05M","0.02%"
"2023-07-25","455.44","453.92","456.73","453.87","55.19M","0.27%"
"2023-07-24","454.20","453.37","455.04","452.30","54.02M","0.45%"
"2023-07-21","452.18","453.96","454.17","452.17","71.28M","0.00%"
"2023-07-20","452.18","454.17","455.10","451.44","70.59M","-0.66%"
"2023-07-19","455.20","455.01","456.43","454.11","65.89M","0.22%"
"2023-07-18","454.19","450.50","454.86","450.05","80.74M","0.74%"
"2023-07-17","450.84","449.13","451.93","449.08","52.68M","0.35%"
"2023-07-14","449.28","450.48","451.36","448.49","69.82M","-0.06%"
"2023-07-13","449.56","447.90","450.38","447.45","72.43M","0.79%"
"2023-07-12","446.02","446.39","447.48","444.91","91.92M","0.80%"
"2023-07-11","442.46","440.45","442.97","439.44","64.46M","0.64%"
"2023-07-10","439.66","438.18","439.84","437.58","62.44M","0.25%"
"2023-07-07","438.55","438.63","442.64","438.30","86.13M","-0.25%"
"2023-07-06","439.66","439.42","440.10","437.06","80.66M","-0.78%"
"2023-07-05","443.13","441.91","443.89","441.90","58.42M","-0.15%"
"2023-07-03","443.79","442.92","444.08","442.63","32.79M","0.12%"
"2023-06-30","443.28","441.44","444.30","441.11","104.96M","1.18%"
"2023-06-29","438.11","435.96","438.28","435.54","67.88M","0.39%"
"2023-06-28","436.39","435.05","437.44","434.41","75.64M","0.05%"
"2023-06-27","436.17","432.35","436.81","431.88","72.81M","1.10%"
"2023-06-26","431.44","432.62","434.61","431.19","72.82M","-0.41%"
"2023-06-23","433.21","432.93","435.06","432.47","92.07M","-0.76%"
"2023-06-22","436.51","433.95","436.62","433.60","70.64M","0.36%"
"2023-06-21","434.94","436.16","436.99","434.33","76.98M","-0.51%"
"2023-06-20","437.18","437.45","438.37","435.03","76.16M","-0.52%"
"2023-06-16","439.46","443.02","443.61","438.97","114.17M","-0.71%"
"2023-06-15","442.60","436.33","443.90","436.23","110.30M","1.24%"
"2023-06-14","437.18","437.01","439.06","433.59","100.61M","0.12%"
"2023-06-13","436.66","435.32","437.33","434.63","95.90M","0.66%"
"2023-06-12","433.80","430.92","433.88","430.17","76.26M","0.91%"
"2023-06-09","429.90","429.96","431.99","428.87","85.65M","0.18%"
"2023-06-08","429.13","426.62","429.60","425.82","61.95M","0.60%"
"2023-06-07","426.55","428.44","429.62","426.11","85.37M","-0.35%"
"2023-06-06","428.03","426.67","428.58","425.99","64.02M","0.22%"
"2023-06-05","427.10","428.28","429.67","426.37","70.32M","-0.19%"
"2023-06-02","427.92","424.50","428.74","423.95","91.43M","1.45%"
"2023-06-01","421.82","418.09","422.92","416.79","88.87M","0.95%"
"2023-05-31","417.85","418.28","419.22","416.22","110.81M","-0.55%"
"2023-05-30","420.18","422.03","422.58","418.73","72.22M","0.04%"
"2023-05-26","420.02","415.33","420.77","415.25","93.83M","1.30%"
"2023-05-25","414.65","414.74","416.16","412.41","90.96M","0.87%"
"2023-05-24","411.09","412.42","412.82","409.88","89.21M","-0.72%"
"2023-05-23","414.09","417.08","418.72","413.68","86.38M","-1.12%"
"2023-05-22","418.79","418.64","420.39","417.35","60.75M","0.04%"
"2023-05-19","418.62","420.17","420.72","417.35","103.79M","-0.15%"
"2023-05-18","419.23","414.90","419.67","414.67","97.18M","0.96%"
"2023-05-17","415.23","412.35","415.86","410.64","87.29M","1.21%"
"2023-05-16","410.25","411.86","412.82","410.24","57.71M","-0.67%"
"2023-05-15","413.01","412.22","413.43","410.23","54.29M","0.35%"
"2023-05-12","411.59","413.42","413.64","409.07","70.48M","-0.13%"
"2023-05-11","412.13","411.95","412.43","409.97","70.16M","-0.17%"
"2023-05-10","412.85","413.88","414.54","408.87","96.14M","0.47%"
"2023-05-09","410.93","411.13","412.09","410.69","49.22M","-0.44%"
"2023-05-08","412.74","412.97","413.24","411.28","50.05M","0.03%"
"2023-05-05","412.63","408.91","413.72","408.64","87.89M","1.85%"
"2023-05-04","405.13","406.93","407.27","403.74","94.90M","-0.71%"
"2023-05-03","408.02","411.36","413.87","407.77","91.53M","-0.69%"
"2023-05-02","410.84","414.77","414.82","407.82","104.00M","-1.12%"
"2023-05-01","415.51","415.47","417.62","415.27","62.12M","-0.10%"
"2023-04-28","415.93","411.49","415.94","411.43","89.43M","0.85%"
"2023-04-27","412.41","407.00","412.69","406.74","92.97M","1.99%"
"2023-04-26","404.36","406.72","407.84","403.78","80.45M","-0.42%"
"2023-04-25","406.08","410.58","411.16","406.02","97.77M","-1.59%"
"2023-04-24","412.63","411.99","413.07","410.60","64.33M","0.10%"
"2023-04-21","412.20","412.19","412.68","410.17","73.46M","0.08%"
"2023-04-20","411.88","411.21","413.70","410.27","75.84M","-0.55%"
"2023-04-19","414.14","412.22","415.08","412.16","55.23M","-0.02%"
"2023-04-18","414.21","415.58","415.72","412.78","63.56M","0.07%"
"2023-04-17","413.94","412.37","413.96","411.08","66.44M","0.36%"
"2023-04-14","412.46","412.81","415.09","410.06","78.16M","-0.24%"
"2023-04-13","413.47","409.18","413.84","407.99","85.81M","1.33%"
"2023-04-12","408.05","411.87","412.17","407.44","86.42M","-0.41%"
"2023-04-11","409.72","410.26","411.18","408.92","59.30M","0.03%"
"2023-04-10","409.61","406.61","409.69","405.97","63.68M","0.10%"
"2023-04-06","409.19","406.77","409.48","405.68","63.74M","0.39%"
"2023-04-05","407.60","407.91","408.70","405.88","65.20M","-0.26%"
"2023-04-04","408.67","411.62","411.92","407.24","66.60M","-0.55%"
"2023-04-03","410.95","408.85","411.37","408.44","67.39M","0.38%"
"2023-03-31","409.39","404.66","409.70","404.55","112.06M","1.41%"
"2023-03-30","403.70","404.09","404.35","401.76","69.84M","0.59%"
"2023-03-29","401.35","399.92","401.60","398.68","77.50M","1.45%"
"2023-03-28","395.60","395.77","396.49","393.69","62.87M","-0.22%"
"2023-03-27","396.49","398.12","398.92","395.56","74.01M","0.19%"
"2023-03-24","395.75","391.84","395.84","389.40","107.77M","0.66%"
"2023-03-23","393.17","395.09","399.29","390.35","119.35M","0.27%"
"2023-03-22","392.11","398.73","402.49","392.07","111.75M","-1.70%"
"2023-03-21","398.91","397.24","399.41","395.58","91.52M","1.31%"
"2023-03-20","393.74","390.80","394.17","390.07","93.06M","0.96%"
"2023-03-17","389.99","393.22","394.40","388.55","140.55M","-1.55%"
"2023-03-16","396.11","386.82","396.47","386.29","143.75M","1.75%"
"2023-03-15","389.28","385.89","389.49","383.71","173.00M","-0.63%"
"2023-03-14","391.73","390.50","393.45","387.05","149.75M","1.65%"
"2023-03-13","385.36","381.81","390.39","380.65","157.79M","-0.14%"
"2023-03-10","385.91","390.99","393.16","384.32","189.25M","-1.44%"
"2023-03-09","391.56","399.74","401.48","390.53","111.95M","-1.84%"
"2023-03-08","398.92","398.39","399.71","396.59","74.75M","0.16%"
"2023-03-07","398.27","404.42","404.67","397.63","108.31M","-1.53%"
"2023-03-06","404.47","405.05","407.45","404.01","72.80M","0.07%"
"2023-03-03","404.19","399.71","404.45","399.03","90.12M","1.60%"
"2023-03-02","397.81","392.68","398.69","392.33","85.40M","0.78%"
"2023-03-01","394.74","395.41","396.69","393.38","99.71M","-0.38%"
"2023-02-28","396.26","397.23","399.28","396.15","96.44M","-0.37%"
"2023-02-27","397.73","399.87","401.29","396.75","80.44M","0.34%"
"2023-02-24","396.38","395.42","397.25","393.64","108.19M","-1.07%"
"2023-02-23","400.66","401.56","402.20","396.25","96.24M","0.53%"
"2023-02-22","398.54","399.52","401.13","397.02","83.74M","-0.14%"
"2023-02-21","399.09","403.06","404.16","398.82","82.66M","-2.01%"
"2023-02-17","407.26","406.06","407.51","404.05","89.26M","-0.25%"
"2023-02-16","408.28","408.79","412.91","408.14","76.43M","-1.38%"
"2023-02-15","413.98","410.35","414.06","409.47","61.69M","0.32%"
"2023-02-14","412.64","411.24","415.05","408.51","88.39M","-0.05%"
"2023-02-13","412.83","408.72","412.97","408.24","64.91M","1.17%"
"2023-02-10","408.04","405.86","408.44","405.01","70.77M","0.23%"
"2023-02-09","407.09","414.41","414.57","405.81","78.69M","-0.87%"
"2023-02-08","410.65","413.13","414.53","409.93","76.23M","-1.09%"
"2023-02-07","415.19","408.87","416.49","407.57","90.99M","1.31%"
"2023-02-06","409.83","409.79","411.29","408.10","60.30M","-0.61%"
"2023-02-03","412.35","411.59","416.97","411.09","94.74M","-1.06%"
"2023-02-02","416.78","414.86","418.31","412.88","101.65M","1.46%"
"2023-02-01","410.80","405.21","413.67","402.35","101.46M","1.06%"
"2023-01-31","406.48","401.13","406.53","400.77","86.81M","1.47%"
"2023-01-30","400.59","402.80","405.13","400.28","74.20M","-1.25%"
"2023-01-27","405.68","403.65","408.16","403.44","68.35M","0.23%"
"2023-01-26","404.75","403.13","404.92","400.03","72.29M","1.10%"
"2023-01-25","400.35","395.95","400.70","393.56","84.80M","0.04%"
"2023-01-24","400.20","398.88","401.15","397.64","59.52M","-0.11%"
"2023-01-23","400.63","396.72","402.64","395.72","84.18M","1.20%"
"2023-01-20","395.88","390.10","396.04","388.38","91.81M","1.86%"
"2023-01-19","388.64","389.36","391.08","387.26","86.96M","-0.73%"
"2023-01-18","391.49","399.01","400.12","391.28","99.63M","-1.58%"
"2023-01-17","397.77","398.48","400.23","397.06","62.68M","-0.18%"
"2023-01-13","398.50","393.62","399.10","393.34","63.90M","0.39%"
"2023-01-12","396.96","396.67","398.48","392.42","90.16M","0.36%"
"2023-01-11","395.52","392.23","395.60","391.38","68.88M","1.26%"
"2023-01-10","390.58","387.25","390.65","386.27","65.36M","0.70%"
"2023-01-09","387.86","390.37","393.70","387.67","73.98M","-0.06%"
"2023-01-06","388.08","382.61","389.25","379.41","104.19M","2.29%"
"2023-01-05","379.38","381.72","381.84","378.76","76.97M","-1.14%"
"2023-01-04","383.76","383.18","385.88","380.00","85.93M","0.77%"
"2023-01-03","380.82","384.37","386.43","377.83","74.85M","-0.42%"
"2022-12-30","382.43","380.64","382.58","378.43","84.02M","-0.26%"
"2022-12-29","383.44","379.63","384.35","379.08","66.97M","1.80%"
"2022-12-28","376.66","381.33","383.39","376.42","70.91M","-1.24%"
"2022-12-27","381.40","382.79","383.15","379.65","51.64M","-0.39%"
"2022-12-23","382.91","379.65","383.06","378.03","59.86M","0.58%"
"2022-12-22","380.72","383.05","386.21","374.77","100.12M","-1.43%"
"2022-12-21","386.23","383.25","387.41","382.69","78.17M","1.50%"
"2022-12-20","380.54","379.23","382.23","377.85","74.43M","0.14%"
"2022-12-19","380.02","383.47","383.82","378.28","79.88M","-0.85%"
"2022-12-16","383.27","385.18","386.58","381.04","119.86M","-1.63%"
"2022-12-15","389.63","394.30","395.25","387.89","117.71M","-2.45%"
"2022-12-14","399.40","401.61","405.50","396.31","108.11M","-0.64%"
"2022-12-13","401.97","410.22","410.49","399.07","123.78M","0.76%"
"2022-12-12","398.95","394.11","398.95","393.41","75.41M","1.44%"
"2022-12-09","393.28","394.94","397.62","393.15","81.45M","-0.75%"
"2022-12-08","396.24","395.14","397.36","393.27","60.74M","0.78%"
"2022-12-07","393.16","392.94","395.64","391.97","65.93M","-0.17%"
"2022-12-06","393.83","399.42","399.99","391.64","77.97M","-1.44%"
"2022-12-05","399.59","403.95","404.93","398.17","77.29M","-1.80%"
"2022-12-02","406.91","402.25","407.86","402.14","85.34M","-0.12%"
"2022-12-01","407.38","408.77","410.00","404.75","76.40M","-0.07%"
"2022-11-30","407.68","395.49","407.68","393.48","144.57M","3.15%"
"2022-11-29","395.23","396.05","397.30","393.30","52.31M","-0.17%"
"2022-11-28","395.91","399.09","400.81","395.11","68.02M","-1.60%"
"2022-11-25","402.33","401.83","402.91","401.54","30.55M","-0.02%"
"2022-11-23","402.42","399.55","402.93","399.31","68.26M","0.63%"
"2022-11-22","399.90","396.63","400.07","395.15","60.43M","1.35%"
"2022-11-21","394.59","394.64","395.82","392.66","51.24M","-0.36%"
"2022-11-18","396.03","397.74","397.81","393.04","92.92M","0.45%"
"2022-11-17","394.24","390.46","394.95","390.14","74.50M","-0.31%"
"2022-11-16","395.45","396.78","397.78","394.79","68.51M","-0.76%"
"2022-11-15","398.49","401.15","402.31","394.49","93.19M","0.85%"
"2022-11-14","395.12","396.66","400.18","394.83","71.89M","-0.85%"
"2022-11-11","398.51","395.59","399.35","393.61","93.84M","0.97%"
"2022-11-10","394.69","388.05","395.04","385.64","141.46M","5.50%"
"2022-11-09","374.13","379.93","381.14","373.61","78.50M","-2.06%"
"2022-11-08","382.00","381.11","385.12","377.72","84.64M","0.54%"
"2022-11-07","379.95","377.71","380.57","375.53","68.29M","0.96%"
"2022-11-04","376.35","377.00","378.87","370.00","103.51M","1.44%"
"2022-11-03","371.01","371.46","374.20","368.79","87.10M","-1.03%"
"2022-11-02","374.87","383.90","388.63","374.76","126.99M","-2.51%"
"2022-11-01","384.52","390.14","390.39","383.29","85.41M","-0.44%"
"2022-10-31","386.21","386.44","388.40","385.26","96.63M","-0.72%"
"2022-10-28","389.02","379.87","389.52","379.68","100.30M","2.38%"
"2022-10-27","379.98","383.07","385.00","379.33","81.97M","-0.53%"
"2022-10-26","382.02","381.62","387.58","381.35","104.09M","-0.75%"
"2022-10-25","384.92","378.79","385.25","378.67","78.85M","1.60%"
"2022-10-24","378.87","375.89","380.06","373.11","85.44M","1.22%"
"2022-10-21","374.29","365.12","374.80","363.54","131.04M","2.43%"
"2022-10-20","365.41","368.03","372.67","364.61","88.28M","-0.84%"
"2022-10-19","368.50","368.99","371.85","365.55","79.75M","-0.71%"
"2022-10-18","371.13","375.13","375.45","367.52","97.16M","1.17%"
"2022-10-17","366.82","364.01","367.98","357.28","93.17M","2.57%"
"2022-10-14","357.63","368.55","370.26","356.96","123.74M","-2.28%"
"2022-10-13","365.97","349.20","367.51","348.11","147.25M","2.64%"
"2022-10-12","356.56","358.17","359.82","356.30","76.99M","-0.33%"
"2022-10-11","357.74","358.23","363.03","355.71","92.48M","-0.63%"
